EventID,PhotoID,EventPhotoRank,RandomValue
612,14775,1000,"-0.0156979,14775"
612,8325,1000,"0.0230469,8325"
612,14771,1000,"0.0310791,14771"
612,8324,1000,"0.0347376,8324"
612,8330,1000,"-0.0354219,8330"
612,14777,1000,"-0.0390799,14777"
612,8331,1000,"-0.0471075,8331"
612,14778,1000,"-0.0507637,14778"
612,14769,1000,"0.0544484,14769"
612,8332,1000,"-0.0587867,8332"
612,8333,1000,"-0.0704578,8333"
612,8334,1000,"-0.0821193,8334"
612,8335,1000,"-0.0937696,8335"
612,14765,1000,"0.101085,14765"
612,8336,1000,"-0.105407,8336"
612,14763,1000,"0.124327,14763"
612,14762,1000,"0.135923,14762"
612,14761,1000,"0.1475,14761"
612,14787,1000,"-0.155414,14787"
612,14759,1000,"0.170593,14759"
612,8312,1000,"0.174199,8312"
612,14758,1000,"0.182106,14758"
612,14790,1000,"-0.189972,14790"
612,14791,1000,"-0.201441,14791"
612,9106,1000,"-0.30841,9106"
612,9104,1000,"-0.330574,9104"
612,14805,1000,"-0.358414,14805"
612,14813,1000,"-0.444068,14813"
612,10945,1000,"0.714816,10945"
612,10941,1000,"0.746738,10941"
612,10938,1000,"0.76961,10938"
612,9220,1000,"0.851995,9220"
612,15139,1000,"0.904976,15139"
612,14355,1000,"-0.983104,14355"
612,14358,1000,"-0.98892,14358"
612,14363,1000,"-0.995906,14363"
613,6780,1,"-0.686541,6780"
613,10357,1,"0.98374,10357"
613,7521,1000,"-0.00157718,7521"
613,13968,1000,"0.00208337,13968"
613,7253,1000,"-0.00558005,7253"
613,7252,1000,"0.00611554,7252"
613,7522,1000,"0.0101183,7522"
613,7520,1000,"-0.0132724,7520"
613,13969,1000,"0.0137786,13969"
613,7254,1000,"-0.0172749,7254"
613,7251,1000,"0.0178103,7251"
613,7523,1000,"0.0218124,7523"
613,7519,1000,"-0.0249659,7519"
613,13970,1000,"0.0254719,13970"
613,7250,1000,"0.0295026,7250"
613,13971,1000,"0.0371618,13971"
613,7249,1000,"0.0411909,7249"
613,13972,1000,"0.0488465,13972"
613,7257,1000,"-0.0523388,7257"
613,7516,1000,"-0.0600194,7516"
613,13973,1000,"0.0605246,13973"
613,8859,1000,"0.0607174,8859"
613,7258,1000,"-0.0640146,7258"
613,7515,1000,"-0.0716896,7515"
613,13974,1000,"0.0721944,13974"
613,8858,1000,"0.0723871,8858"
613,7259,1000,"-0.0756816,7259"
613,7514,1000,"-0.08335,7514"
613,13975,1000,"0.0838544,13975"
613,8857,1000,"0.0840468,8857"
613,7260,1000,"-0.0873382,7260"
613,13976,1000,"0.0955028,13976"
613,8856,1000,"0.0956951,8856"
613,7261,1000,"-0.098983,7261"
613,7512,1000,"-0.106635,7512"
613,8855,1000,"0.10733,8855"
613,7511,1000,"-0.118256,7511"
613,8854,1000,"0.118951,8854"
613,7263,1000,"-0.12223,7263"
613,8875,1000,"-0.12604,8875"
613,8853,1000,"0.130555,8853"
613,8852,1000,"0.142141,8852"
613,7508,1000,"-0.153017,7508"
613,8851,1000,"0.153708,8851"
613,8878,1000,"-0.160762,8878"
613,8850,1000,"0.165254,8850"
613,8879,1000,"-0.172294,8879"
613,7506,1000,"-0.176089,7506"
613,8880,1000,"-0.183803,8880"
613,8881,1000,"-0.195287,8881"
613,8882,1000,"-0.206743,8882"
613,8883,1000,"-0.218172,8883"
613,8884,1000,"-0.229571,8884"
613,14525,1000,"0.231265,14525"
613,8885,1000,"-0.240938,8885"
613,14526,1000,"0.242627,14526"
613,8886,1000,"-0.252272,8886"
613,14527,1000,"0.253957,14527"
613,14528,1000,"0.265251,14528"
613,14529,1000,"0.27651,14529"
613,7814,1000,"-0.279868,7814"
613,14530,1000,"0.28773,14530"
613,13993,1000,"0.290237,13993"
613,7815,1000,"-0.291077,7815"
613,15068,1000,"0.296411,15068"
613,14531,1000,"0.298911,14531"
613,13994,1000,"0.301409,13994"
613,10449,1000,"0.309075,10449"
613,14532,1000,"0.310051,14532"
613,13995,1000,"0.31254,13995"
613,14533,1000,"0.321149,14533"
613,13996,1000,"0.323628,13996"
613,14534,1000,"0.332203,14534"
613,8356,1000,"-0.333031,8356"
613,14535,1000,"0.343212,14535"
613,13998,1000,"0.34567,13998"
613,14536,1000,"0.354173,14536"
613,13999,1000,"0.356621,13999"
613,14537,1000,"0.365086,14537"
613,14000,1000,"0.367523,14000"
613,14538,1000,"0.375949,14538"
613,14539,1000,"0.386761,14539"
613,9167,1000,"0.389339,9167"
613,14540,1000,"0.39752,14540"
613,9168,1000,"0.400085,9168"
613,14541,1000,"0.408224,14541"
613,9170,1000,"0.421411,9170"
613,9171,1000,"0.431989,9171"
613,9172,1000,"0.442507,9172"
613,9173,1000,"0.452965,9173"
613,14277,1000,"-0.456847,14277"
613,8905,1000,"-0.459334,8905"
613,14278,1000,"-0.46722,14278"
613,9175,1000,"0.473693,9175"
613,7210,1000,"0.477083,7210"
613,9176,1000,"0.483961,9176"
613,7209,1000,"0.487329,7209"
613,7208,1000,"0.497509,7208"
613,9178,1000,"0.504296,9178"
613,7207,1000,"0.50762,7207"
613,7206,1000,"0.517662,7206"
613,7205,1000,"0.527633,7205"
613,14553,1000,"0.531911,14553"
613,9181,1000,"0.534278,9181"
613,7204,1000,"0.537532,7204"
613,9182,1000,"0.544128,9182"
613,7203,1000,"0.547357,7203"
613,14555,1000,"0.551572,14555"
613,7202,1000,"0.557107,7202"
613,8915,1000,"-0.559848,8915"
613,7201,1000,"0.566781,7201"
613,14020,1000,"0.573078,14020"
613,7200,1000,"0.576378,7200"
613,14021,1000,"0.582624,14021"
613,14022,1000,"0.592089,14022"
613,14291,1000,"-0.59574,14291"
613,8919,1000,"-0.597985,8919"
613,14023,1000,"0.601474,14023"
613,14292,1000,"-0.605093,14292"
613,14293,1000,"-0.614363,14293"
613,14025,1000,"0.619994,14025"
613,14294,1000,"-0.623549,14294"
613,14026,1000,"0.629128,14026"
613,14295,1000,"-0.63265,14295"
613,14027,1000,"0.638176,14027"
613,14028,1000,"0.647137,14028"
613,14029,1000,"0.656009,14029"
613,7993,1000,"-0.692114,7993"
613,7187,1000,"0.693498,7187"
613,8930,1000,"-0.695874,8930"
613,7856,1000,"-0.699626,7856"
613,7992,1000,"-0.700508,7992"
613,7186,1000,"0.701877,7186"
613,8931,1000,"-0.704226,8931"
613,7991,1000,"-0.708807,7991"
613,7185,1000,"0.710159,7185"
613,8932,1000,"-0.712481,8932"
613,7990,1000,"-0.717008,7990"
613,7989,1000,"-0.725111,7989"
613,8934,1000,"-0.728698,8934"
613,7987,1000,"-0.74102,7987"
613,7986,1000,"-0.748822,7986"
613,7717,1000,"0.751822,7717"
613,14587,1000,"0.818335,14587"
613,8781,1000,"0.826587,8781"
613,7969,1000,"-0.864979,7969"
613,8417,1000,"-0.868888,8417"
613,7967,1000,"-0.87648,7967"
613,7966,1000,"-0.88205,7966"
613,7965,1000,"-0.8875,7965"
613,8770,1000,"0.891963,8770"
613,7964,1000,"-0.892829,7964"
613,7963,1000,"-0.898035,7963"
613,7694,1000,"0.900023,7694"
613,7962,1000,"-0.903119,7962"
613,7693,1000,"0.905059,7693"
613,8767,1000,"0.907274,8767"
613,7961,1000,"-0.908079,7961"
613,7692,1000,"0.909971,7692"
613,8766,1000,"0.91213,8766"
613,7960,1000,"-0.912915,7960"
613,8765,1000,"0.916862,8765"
613,7690,1000,"0.91942,7690"
613,7085,1000,"0.925481,7085"
613,8763,1000,"0.925948,8763"
613,7688,1000,"0.928367,7688"
613,7086,1000,"0.929848,7086"
613,8762,1000,"0.930301,8762"
613,7687,1000,"0.932651,7687"
613,7087,1000,"0.934087,7087"
613,8761,1000,"0.934527,8761"
613,7686,1000,"0.936806,7686"
613,8760,1000,"0.938626,8760"
613,8759,1000,"0.942596,8759"
613,7684,1000,"0.944733,7684"
613,8758,1000,"0.946437,8758"
613,7683,1000,"0.948502,7683"
613,8757,1000,"0.950148,8757"
613,7682,1000,"0.952142,7682"
613,8756,1000,"0.95373,8756"
613,8487,1000,"-0.955085,8487"
613,7681,1000,"0.955652,7681"
613,8486,1000,"-0.958485,8486"
613,7680,1000,"0.959031,7680"
613,8754,1000,"0.960501,8754"
613,14663,1000,"0.961995,14663"
613,8438,1000,"-0.963172,8438"
613,8753,1000,"0.96369,8753"
613,8752,1000,"0.966747,8752"
613,14392,1000,"-0.969245,14392"
613,8751,1000,"0.969672,8751"
613,7676,1000,"0.97123,7676"
613,8750,1000,"0.972464,8750"
613,7944,1000,"-0.97291,7944"
613,9287,1000,"0.973071,9287"
613,8481,1000,"-0.973512,8481"
613,14659,1000,"0.973712,14659"
613,14390,1000,"-0.974736,14390"
613,8749,1000,"0.975123,8749"
613,7943,1000,"-0.975547,7943"
613,14389,1000,"-0.977282,14389"
613,7100,1000,"0.977389,7100"
613,7942,1000,"-0.978051,7942"
613,8479,1000,"-0.978593,8479"
613,7101,1000,"0.979795,7101"
613,7941,1000,"-0.980421,7941"
613,8478,1000,"-0.980933,8478"
613,7940,1000,"-0.982657,7940"
613,8477,1000,"-0.983139,8477"
613,14655,1000,"0.983299,14655"
613,7103,1000,"0.984205,7103"
613,7939,1000,"-0.984758,7939"
613,8476,1000,"-0.98521,8476"
613,14654,1000,"0.98536,14654"
613,7670,1000,"0.985538,7670"
613,7104,1000,"0.986208,7104"
613,7938,1000,"-0.986725,7938"
613,14653,1000,"0.987287,14653"
613,7669,1000,"0.987452,7669"
613,8743,1000,"0.988266,8743"
613,14652,1000,"0.989078,14652"
613,7668,1000,"0.989231,7668"
613,7106,1000,"0.989809,7106"
613,8473,1000,"-0.990615,8473"
613,14651,1000,"0.990735,14651"
613,7667,1000,"0.990875,7667"
613,7107,1000,"0.991407,7107"
613,8472,1000,"-0.992146,8472"
613,7108,1000,"0.992869,7108"
613,7934,1000,"-0.99324,7934"
613,7377,1000,"-0.9934,7377"
613,7665,1000,"0.993757,7665"
613,14380,1000,"-0.994141,14380"
613,7109,1000,"0.994195,7109"
613,7933,1000,"-0.99453,7933"
613,7378,1000,"-0.994673,7378"
613,14379,1000,"-0.995337,14379"
613,7110,1000,"0.995386,7110"
613,7932,1000,"-0.995683,7932"
613,7111,1000,"0.99644,7111"
613,7380,1000,"-0.996812,7380"
613,7112,1000,"0.997358,7112"
613,7930,1000,"-0.997582,7930"
613,7381,1000,"-0.997677,7381"
613,7113,1000,"0.998139,7113"
613,7114,1000,"0.998784,7114"
613,7115,1000,"0.999292,7115"
613,7390,1000,"-0.999312,7390"
613,7384,1000,"-0.999453,7384"
613,7121,1000,"0.99947,7121"
613,7116,1000,"0.999664,7116"
613,7389,1000,"-0.999678,7389"
613,7385,1000,"-0.999771,7385"
613,7120,1000,"0.999783,7120"
613,7657,1000,"0.999834,7657"
613,7117,1000,"0.999899,7117"
613,7388,1000,"-0.999906,7388"
613,7119,1000,"0.999958,7119"
613,7655,1000,"0.999987,7655"
613,7118,1000,"0.999997,7118"
614,13778,2,"-0.79651,13778"
614,,1000,
614,8596,1000,"0.00488072,8596"
614,8595,1000,"-0.00681486,8595"
614,1614,1000,"0.027227,1614"
614,8593,1000,"-0.0302016,8593"
614,8592,1000,"-0.0418896,8592"
614,8590,1000,"-0.0652468,8590"
614,23376,1000,"-0.0789752,23376"
614,8587,1000,"-0.100212,8587"
614,11271,1000,"-0.124844,11271"
614,11293,1000,"0.13175,11293"
614,8584,1000,"-0.135053,8584"
614,3773,1000,"0.144895,3773"
614,7265,1000,"-0.145411,7265"
614,8583,1000,"-0.146632,8583"
614,3774,1000,"0.156457,3774"
614,7266,1000,"-0.156972,7266"
614,8582,1000,"-0.158191,8582"
614,2700,1000,"0.161628,2700"
614,3775,1000,"0.167998,3775"
614,8580,1000,"-0.181243,8580"
614,18013,1000,"-0.186026,18013"
614,23353,1000,"0.188802,23353"
614,3744,1000,"-0.192557,3744"
614,8579,1000,"-0.192732,8579"
614,3778,1000,"0.202476,3778"
614,3743,1000,"-0.20402,3743"
614,13717,1000,"-0.206569,13717"
614,14255,1000,"-0.215441,14255"
614,7272,1000,"-0.225832,7272"
614,18017,1000,"-0.231772,18017"
614,7810,1000,"-0.234665,7810"
614,7273,1000,"-0.23721,7273"
614,14257,1000,"-0.238222,14257"
614,7274,1000,"-0.248556,7274"
614,14258,1000,"-0.249565,14258"
614,3739,1000,"-0.249579,3739"
614,7275,1000,"-0.259867,7275"
614,14259,1000,"-0.260873,14259"
614,11259,1000,"-0.262409,11259"
614,14260,1000,"-0.272145,14260"
614,8620,1000,"0.281711,8620"
614,14261,1000,"-0.283381,14261"
614,14262,1000,"-0.294577,14262"
614,14263,1000,"-0.305734,14263"
614,14264,1000,"-0.316848,14264"
614,8624,1000,"0.326274,8624"
614,14265,1000,"-0.327919,14265"
614,8625,1000,"0.337307,8625"
614,14266,1000,"-0.338945,14266"
614,8297,1000,"0.343393,8297"
614,23339,1000,"0.346354,23339"
614,14267,1000,"-0.349925,14267"
614,8296,1000,"0.354354,8296"
614,14268,1000,"-0.360857,14268"
614,8564,1000,"-0.361038,8564"
614,22327,1000,"-0.367841,22327"
614,14269,1000,"-0.37174,14269"
614,22328,1000,"-0.378692,22328"
614,14270,1000,"-0.382572,14270"
614,14271,1000,"-0.393351,14271"
614,14272,1000,"-0.404077,14272"
614,19573,1000,"0.40522,19573"
614,14273,1000,"-0.414748,14273"
614,14274,1000,"-0.425361,14274"
614,14275,1000,"-0.435917,14275"
614,16877,1000,"0.507927,16877"
614,7836,1000,"-0.51496,7836"
614,7837,1000,"-0.524951,7837"
614,7838,1000,"-0.534869,7838"
614,7839,1000,"-0.544714,7839"
614,7303,1000,"-0.556662,7303"
614,18051,1000,"-0.590397,18051"
614,5696,1000,"-0.6012,5696"
614,7044,1000,"0.646342,7044"
614,16716,1000,"0.663745,16716"
614,16717,1000,"0.672448,16717"
614,14979,1000,"-0.674274,14979"
614,16718,1000,"0.681058,16718"
614,16454,1000,"-0.719545,16454"
614,10545,1000,"-0.723295,10545"
614,10546,1000,"-0.731322,10546"
614,8666,1000,"0.733581,8666"
614,10547,1000,"-0.739249,10547"
614,8668,1000,"0.749276,8668"
614,10549,1000,"-0.754797,10549"
614,10551,1000,"-0.769933,10551"
614,4222,1000,"-0.774819,4222"
614,16308,1000,"0.786066,16308"
614,7980,1000,"-0.79345,7980"
614,7979,1000,"-0.800514,7979"
614,21946,1000,"-0.806238,21946"
614,16305,1000,"0.807267,16305"
614,7978,1000,"-0.807469,7978"
614,7977,1000,"-0.814313,7977"
614,7976,1000,"-0.821045,7976"
614,7975,1000,"-0.827666,7975"
614,7974,1000,"-0.834173,7974"
614,7973,1000,"-0.840566,7973"
614,7972,1000,"-0.846844,7972"
614,7971,1000,"-0.853006,7971"
614,7970,1000,"-0.859051,7970"
614,7968,1000,"-0.870789,7968"
614,4121,1000,"-0.879067,4121"
614,14681,1000,"0.883692,14681"
614,13793,1000,"-0.889814,13793"
614,23006,1000,"-0.894245,23006"
614,5545,1000,"0.900554,5545"
614,10376,1000,"0.91997,10376"
614,7954,1000,"-0.939286,7954"
614,4460,1000,"0.947222,4460"
614,7951,1000,"-0.950745,7951"
614,7950,1000,"-0.954305,7950"
614,7949,1000,"-0.957735,7949"
614,4453,1000,"0.970266,4453"
614,8748,1000,"0.977649,8748"
614,14388,1000,"-0.979694,14388"
614,11432,1000,"0.98256,11432"
614,2030,1000,"-0.983802,2030"
614,14386,1000,"-0.984115,14386"
614,8745,1000,"0.984423,8745"
614,13819,1000,"-0.985623,13819"
614,11430,1000,"0.98664,11430"
614,8742,1000,"0.989984,8742"
614,8741,1000,"0.991568,8741"
614,8740,1000,"0.993016,8740"
614,8739,1000,"0.994328,8739"
614,8738,1000,"0.995503,8738"
614,11408,1000,"0.995617,11408"
614,8737,1000,"0.996543,8737"
614,8736,1000,"0.997447,8736"
614,8735,1000,"0.998214,8735"
614,8734,1000,"0.998844,8734"
614,8733,1000,"0.999338,8733"
614,11418,1000,"0.999729,11418"
614,11416,1000,"1,11416"
615,24442,1000,"0.0197441,24442"
615,9677,1000,"0.0814224,9677"
615,8680,1000,"0.83455,8680"
615,9045,1000,"-0.855728,9045"
615,9043,1000,"-0.867596,9043"
615,7343,1000,"-0.871469,7343"
615,9228,1000,"0.897183,9228"
615,9229,1000,"0.902287,9229"
615,8696,1000,"0.922476,8696"
616,10476,1000,"-0.00156253,10476"
616,10475,1000,"0.010133,10475"
616,10479,1000,"-0.0366413,10479"
616,10480,1000,"-0.0483263,10480"
616,10482,1000,"-0.0716749,10482"
616,10485,1000,"-0.10662,10485"
616,10486,1000,"-0.118242,10486"
616,10487,1000,"-0.129847,10487"
616,10488,1000,"-0.141435,10488"
616,10490,1000,"-0.16455,10490"
616,10491,1000,"-0.176075,10491"
616,15292,1000,"0.219043,15292"
616,11246,1000,"-0.405533,11246"
616,1803,1000,"0.785735,1803"
616,6887,1000,"-0.905873,6887"
616,10900,1000,"0.969373,10900"
616,11401,1000,"0.984634,11401"
617,14522,1000,"0.196994,14522"
617,1095,1000,"0.238063,1095"
617,1096,1000,"0.249406,1096"
617,14473,1000,"-0.366083,14473"
617,14012,1000,"0.494007,14012"
617,14031,1000,"0.673482,14031"
617,14034,1000,"0.698999,14034"
617,6611,1000,"0.939046,6611"
617,6606,1000,"0.957534,6606"
618,9755,1000,"0.838091,9755"
618,23457,1000,"-0.855443,23457"
619,1585,1000,"-0.306909,1585"
619,3568,1000,"-0.776688,3568"
620,246,1000,"0.26139,246"
620,1137,1000,"0.668052,1137"
620,8171,1000,"0.96807,8171"
621,837,1000,"-0.356468,837"
621,838,1000,"-0.367371,838"
621,3966,1000,"0.673493,3966"
621,2354,1000,"0.676326,2354"
621,11688,1000,"-0.999219,11688"
622,3642,1000,"-0.983106,3642"
622,13563,1000,"0.999752,13563"
623,23466,1,"-0.905122,23466"
623,23494,1,"-0.993773,23494"
623,9398,1000,"0.0399717,9398"
623,6462,1000,"0.178139,6462"
623,9386,1000,"0.179354,9386"
623,6463,1000,"0.189636,6463"
623,6960,1000,"-0.276023,6960"
623,14529,1000,"0.27651,14529"
623,8295,1000,"0.365266,8295"
623,8291,1000,"0.408401,8291"
623,8132,1000,"0.758679,8132"
623,8133,1000,"0.766246,8133"
623,8136,1000,"0.788315,8136"
623,13886,1000,"-0.817444,13886"
623,7883,1000,"-0.886931,7883"
623,8960,1000,"-0.900321,8960"
623,7945,1000,"-0.970139,7945"
623,9275,1000,"0.995748,9275"
624,10744,1000,"-0.0055947,10744"
624,10745,1000,"0.00610089,10745"
624,10743,1000,"-0.0172895,10743"
624,10742,1000,"-0.028982,10742"
624,10747,1000,"0.029488,10747"
624,10740,1000,"-0.0523534,10740"
624,10739,1000,"-0.0640292,10739"
624,10738,1000,"-0.0756962,10738"
624,10734,1000,"-0.122245,10734"
624,10732,1000,"-0.145425,10732"
624,10729,1000,"-0.180042,10729"
624,10760,1000,"0.18054,10760"
624,10761,1000,"0.192031,10761"
624,10727,1000,"-0.203,10727"
624,10762,1000,"0.203496,10762"
624,10763,1000,"0.214932,10763"
624,10764,1000,"0.22634,10764"
624,10765,1000,"0.237716,10765"
624,11529,1000,"0.24671,11529"
624,10722,1000,"-0.259881,10722"
624,10721,1000,"-0.271157,10721"
624,10768,1000,"0.271644,10768"
624,10720,1000,"-0.282396,10720"
624,10718,1000,"-0.304756,10718"
624,11523,1000,"0.314052,11523"
624,10717,1000,"-0.315874,10717"
624,10715,1000,"-0.337979,10715"
624,10713,1000,"-0.359899,10713"
624,10712,1000,"-0.370786,10712"
624,10711,1000,"-0.381623,10711"
624,10781,1000,"0.414274,10781"
624,11507,1000,"0.485197,11507"
624,10788,1000,"0.487317,10788"
624,11505,1000,"0.505516,11505"
624,11503,1000,"0.525558,11503"
624,7301,1000,"-0.53708,7301"
624,7302,1000,"-0.546909,7302"
624,11499,1000,"0.564769,11499"
624,11496,1000,"0.593371,11496"
624,10800,1000,"0.604678,10800"
624,11494,1000,"0.612035,11494"
624,10801,1000,"0.613952,10801"
624,10802,1000,"0.623142,10802"
624,10804,1000,"0.641264,10804"
624,10805,1000,"0.650194,10805"
624,10806,1000,"0.659036,10806"
624,10808,1000,"0.676447,10808"
624,10809,1000,"0.685014,10809"
624,10812,1000,"0.710149,10812"
624,10814,1000,"0.726422,10814"
624,10818,1000,"0.757767,10818"
624,10819,1000,"0.765346,10819"
624,10824,1000,"0.801654,10824"
624,10825,1000,"0.808591,10825"
624,10826,1000,"0.815417,10826"
624,10827,1000,"0.822131,10827"
624,10828,1000,"0.828733,10828"
624,10830,1000,"0.841596,10830"
624,10831,1000,"0.847855,10831"
624,10832,1000,"0.853999,10832"
624,7073,1000,"0.863392,7073"
624,10834,1000,"0.865934,10834"
624,7074,1000,"0.869234,7074"
624,10835,1000,"0.871724,10835"
624,7075,1000,"0.874957,7075"
624,10836,1000,"0.877395,10836"
624,10838,1000,"0.888376,10838"
624,10839,1000,"0.893685,10839"
624,10840,1000,"0.898872,10840"
624,10841,1000,"0.903935,10841"
624,10842,1000,"0.908875,10842"
624,7088,1000,"0.938199,7088"
624,7089,1000,"0.942183,7089"
624,7090,1000,"0.946037,7090"
624,7091,1000,"0.949763,7091"
624,7092,1000,"0.953358,7092"
624,7093,1000,"0.956823,7093"
624,7094,1000,"0.960157,7094"
624,7095,1000,"0.96336,7095"
624,7096,1000,"0.966431,7096"
624,7097,1000,"0.96937,7097"
624,7098,1000,"0.972176,7098"
625,2419,1000,"-0.0174533,2419"
625,2422,1000,"-0.052517,2422"
625,3242,1000,"0.216473,3242"
625,3244,1000,"0.239248,3244"
625,12050,1000,"0.425065,12050"
625,13393,1000,"-0.425698,13393"
625,13204,1000,"-0.471844,13204"
625,12044,1000,"0.487485,12044"
625,12580,1000,"0.499933,12580"
625,13209,1000,"-0.522568,13209"
625,13214,1000,"-0.571504,13214"
625,14453,1000,"-0.571809,14453"
625,3813,1000,"0.575515,3813"
625,13222,1000,"-0.645672,13222"
625,5039,1000,"0.685913,5039"
625,12827,1000,"-0.700635,12827"
625,12817,1000,"-0.77911,12817"
625,3412,1000,"0.804677,3412"
625,12813,1000,"-0.807574,12813"
625,12543,1000,"0.817041,12543"
625,12811,1000,"-0.821147,12811"
625,5825,1000,"-0.834845,5825"
625,12449,1000,"0.884742,12449"
625,13258,1000,"-0.90138,13258"
625,12455,1000,"0.915244,12455"
625,12994,1000,"0.923416,12994"
625,1779,1000,"0.926341,1779"
625,13329,1000,"-0.927719,13329"
625,13328,1000,"-0.932021,13328"
625,16758,1000,"0.938076,16758"
625,13592,1000,"0.950204,13592"
625,13539,1000,"0.954457,13539"
625,15154,1000,"0.965344,15154"
625,11705,1000,"-0.971728,11705"
625,13008,1000,"0.973627,13008"
625,12509,1000,"0.976573,12509"
625,12777,1000,"-0.978088,12777"
625,1740,1000,"0.997557,1740"
625,12765,1000,"-0.997594,12765"
625,13567,1000,"0.9997,13567"
626,7823,1000,"-0.379187,7823"
626,7830,1000,"-0.453588,7830"
626,7831,1000,"-0.46398,7831"
626,4793,1000,"-0.471857,4793"
626,8706,1000,"0.961223,8706"
626,15424,1000,"-0.969454,15424"
626,4696,1000,"-0.998484,4696"
627,13183,1000,"-0.243306,13183"
627,23850,1000,"0.613423,23850"
627,1553,1000,"-0.633605,1553"
627,20609,1000,"0.762321,20609"
627,20607,1000,"0.77725,20607"
627,3673,1000,"-0.854277,3673"
627,21937,1000,"-0.863932,21937"
627,984,1000,"-0.871301,984"
627,21339,1000,"-0.983294,21339"
628,4027,1000,"0.0254866,4027"
629,1996,1000,"-0.976458,1996"
630,2012,1000,"-0.999541,2012"
631,11316,1000,"0.390463,11316"
631,6252,1000,"-0.760836,6252"
631,12187,1000,"-0.918105,12187"
631,9505,1000,"-0.936128,9505"
632,18774,1000,"-0.330911,18774"
632,13781,1000,"-0.81723,13781"
632,13782,1000,"-0.823915,13782"
632,8718,1000,"0.990349,8718"
635,,,
637,7919,1000,"-0.998254,7919"
637,7920,1000,"-0.998877,7920"
637,7922,1000,"-0.999712,7922"
637,7923,1000,"-0.999924,7923"
637,7924,1000,"-1,7924"
638,15136,1000,"0.889494,15136"
639,12153,1000,"-0.692983,12153"
639,11897,1000,"0.791417,11897"
639,13577,1000,"0.99001,13577"
641,19877,1000,"-0.00333285,19877"
641,19876,1000,"-0.0150279,19876"
641,19880,1000,"0.0317488,19880"
641,19883,1000,"0.0667913,19883"
641,19871,1000,"-0.0734406,19871"
641,19870,1000,"-0.0850994,19870"
641,19865,1000,"-0.143187,19865"
641,19855,1000,"-0.257696,19855"
641,19853,1000,"-0.280225,19853"
641,12530,1000,"0.894943,12530"
642,,,
643,9460,1000,"-0.632788,9460"
644,292,1000,"-0.27014,292"
644,867,1000,"-0.655885,867"
644,8401,1000,"-0.761627,8401"
644,2773,1000,"0.850073,2773"
644,177,1000,"0.877901,177"
644,2829,1000,"0.994976,2829"
644,3618,1000,"-0.995336,3618"
644,5782,1000,"-0.996799,5782"
644,5779,1000,"-0.99899,5779"
644,3623,1000,"-0.999273,3623"
645,,,
646,14501,1000,"-0.0473005,14501"
646,13961,1000,"-0.0797016,13961"
646,13960,1000,"-0.0913543,13960"
646,13954,1000,"-0.160953,13954"
646,14001,1000,"0.378375,14001"
646,14003,1000,"0.399922,14003"
646,14465,1000,"-0.451425,14465"
646,9721,1000,"0.561437,9721"
646,14291,1000,"-0.59574,14291"
646,14292,1000,"-0.605093,14292"
646,14571,1000,"0.697124,14571"
646,7981,1000,"-0.786278,7981"
646,6904,1000,"-0.804368,6904"
646,9752,1000,"0.818438,9752"
646,9762,1000,"0.879896,9762"
646,7966,1000,"-0.88205,7966"
646,14601,1000,"0.901077,14601"
646,7962,1000,"-0.903119,7962"
646,14605,1000,"0.920372,14605"
647,,,
648,14505,1000,"-0.000535493,14505"
648,14506,1000,"0.0111599,14506"
648,14507,1000,"0.0228538,14507"
648,14502,1000,"-0.0356149,14502"
648,23915,1000,"-0.0996643,23915"
648,1328,1000,"0.175225,1328"
648,24193,1000,"0.208097,24193"
648,4001,1000,"0.323642,4001"
648,18505,1000,"0.335191,18505"
648,18504,1000,"0.346186,18504"
648,18503,1000,"0.357135,18503"
648,9101,1000,"-0.363478,9101"
648,18502,1000,"0.368035,18502"
648,15076,1000,"0.384345,15076"
648,3995,1000,"0.389188,3995"
648,15077,1000,"0.395115,15077"
648,15078,1000,"0.405832,15078"
648,13735,1000,"-0.406471,13735"
648,23602,1000,"-0.407137,23602"
648,13737,1000,"-0.42773,13737"
648,14287,1000,"-0.557528,14287"
648,14288,1000,"-0.567198,14288"
648,7724,1000,"0.695382,7724"
648,15513,1000,"-0.701633,15513"
648,15512,1000,"-0.709918,15512"
648,18466,1000,"0.715918,18466"
648,18465,1000,"0.724035,18465"
648,18464,1000,"0.732052,18464"
648,18463,1000,"0.739969,18463"
648,16851,1000,"0.742546,16851"
648,13771,1000,"-0.744398,13771"
648,13772,1000,"-0.752156,13772"
648,18461,1000,"0.7555,18461"
648,13773,1000,"-0.759812,13773"
648,18460,1000,"0.76311,18460"
648,18459,1000,"0.770616,18459"
648,7176,1000,"0.7802,7176"
648,18455,1000,"0.799577,18455"
648,21569,1000,"0.805287,21569"
648,14425,1000,"-0.805304,14425"
648,18454,1000,"0.806546,18454"
648,3577,1000,"-0.838569,3577"
648,18624,1000,"-0.867411,18624"
648,18396,1000,"0.99895,18396"
648,19204,1000,"-0.999789,19204"
648,14907,1000,"-0.999936,14907"
649,14766,1000,"0.0894426,14766"
649,18571,1000,"-0.416967,18571"
649,15083,1000,"0.458554,15083"
649,4648,1000,"-0.815925,4648"
649,8683,1000,"0.853363,8683"
649,8684,1000,"0.859402,8684"
649,8685,1000,"0.865323,8685"
649,8690,1000,"0.893137,8690"
649,7630,1000,"0.956058,7630"
