EventID,MemberID,EventMemberRank
650,2106,1000
651,398,1000
651,1083,1000
652,100,1000
652,114,1000
652,742,1000
652,1083,1000
657,110,1000
663,672,1000
663,1223,1000
670,668,1000
672,839,1000
673,100,1000
673,109,1000
673,112,1000
673,144,1000
673,210,1000
673,257,1000
673,261,1000
673,277,1000
673,350,1000
673,389,1000
673,434,1000
673,437,1000
673,439,1000
673,584,1000
673,589,1000
673,628,1000
673,636,1000
673,650,1000
673,664,1000
673,674,1000
673,676,1000
673,705,1000
673,760,1000
673,766,1000
673,780,1000
673,784,1000
673,845,1000
673,850,1000
673,853,1000
673,856,1000
673,918,1000
673,1050,1000
673,1078,1000
673,1136,1000
673,1150,1000
673,1229,1000
673,1236,1000
673,1309,1000
673,1457,1000
673,1747,1000
673,1792,1000
673,1795,1000
673,2105,1000
673,2301,1000
673,2377,1000
673,2674,1000
673,2717,1000
673,2751,1000
673,2886,1000
673,2888,1000
675,1022,1000
679,385,1000
679,441,1000
685,178,1000
685,187,1000
685,213,1000
685,288,1000
685,1046,1000
685,1300,1000
685,1320,1000
685,1389,1000
685,1390,1000
685,1391,1000
685,1392,1000
685,2327,1000
687,660,1000
688,111,1000
688,276,1000
688,322,1000
688,455,1000
688,756,1000
688,759,1000
688,767,1000
688,794,1000
688,952,1000
688,965,1000
688,1022,1000
688,1678,1000
688,1739,1000
688,1755,1000
688,1759,1000
688,1874,1000
688,1880,1000
688,2448,1000
690,100,1000
690,122,1000
690,130,1000
690,150,1000
690,293,1000
690,322,1000
690,323,1000
690,337,1000
690,641,1000
690,737,1000
690,782,1000
690,929,1000
690,952,1000
690,965,1000
690,1022,1000
690,1500,1000
690,1709,1000
690,2448,1000
691,171,1000
691,251,1000
691,584,1000
691,807,1000
691,2069,1000
691,2249,1000
692,171,1000
692,251,1000
692,584,1000
692,807,1000
692,2249,1000
694,171,1000
694,251,1000
694,584,1000
694,807,1000
694,2249,1000
695,171,1000
695,251,1000
695,584,1000
695,807,1000
695,819,1000
695,1526,1000
695,2249,1000
696,171,1000
696,292,1
696,584,1
696,807,1000
696,819,1000
696,884,1000
696,1526,1000
696,2249,1000
697,191,1000
697,278,1000
697,295,1000
697,302,1000
697,327,1000
697,329,1000
697,374,1000
697,375,1000
697,826,1000
697,901,1000
698,584,1000
699,99,1000
700,826,1000
700,981,1000
701,296,1000
701,340,1000
702,460,1000
702,643,1000
702,2680,1000
703,168,1000
703,246,1000
703,418,1000
703,537,1000
703,668,1000
703,1124,1000
704,1169,1000
709,679,1000
709,680,1000
709,686,1000
709,687,1000
709,722,1000
716,441,1000
716,963,1000
716,1074,1000
716,1263,1000
716,1926,1000
716,2260,1000
717,316,1000
717,441,1000
717,607,1000
717,963,1000
717,1074,1000
717,1263,1000
717,1668,1000
717,1926,1000
717,2260,1000
725,1379,1000
726,1379,1000
726,2232,1000
730,1019,1000
730,1282,1000
734,90,1000
734,93,1000
734,384,1000
734,577,1000
734,623,1000
734,934,1000
734,1055,1000
734,1736,1000
734,1737,1000
734,2268,1000
735,248,1000
735,435,1000
735,503,1000
735,1816,1000
738,294,1000
738,505,1000
738,1632,1000
738,2269,1000
739,305,1000
739,1260,1000
739,1494,1000
740,356,1000
740,505,1000
740,607,1000
740,800,1000
741,305,1000
741,607,1000
741,1119,1000
741,2269,1000
742,1268,1000
742,2235,1000
743,1537,1000
744,377,1000
744,552,1000
744,553,1000
745,626,1000
745,1260,1000
745,1315,1000
745,1633,1000
746,360,1000
746,1260,1000
746,1633,1000
746,1827,1000
747,90,1000
747,213,1000
747,356,1000
747,1633,1000
748,623,1000
748,1211,1000
748,1260,1000
750,1210,1000
754,409,1000
754,883,1000
755,956,1000
756,409,1000
757,1172,1000
757,1873,1000
758,235,1000
758,293,1000
758,303,1000
758,326,1000
758,481,1000
758,525,1000
758,613,1000
758,669,1000
758,732,1000
758,854,1000
758,1239,1000
758,1327,1000
758,1581,1000
758,1777,1000
759,1430,1000
759,1873,1000
760,1873,1000
761,1873,1000
762,1873,1000
762,2217,1000
763,1873,1000
765,956,1000
767,741,1000
768,741,1000
769,741,1000
769,1711,1000
770,741,1000
771,679,1000
772,1250,1000
774,217,2
775,447,1000
776,385,1000
777,385,1000
782,644,1000
785,356,1000
785,435,1000
785,647,1000
785,1595,1000
786,356,1000
786,503,1000
786,653,1000
787,305,1000
787,1119,1000
787,1494,1000
787,2211,1000
788,140,1000
788,305,1000
788,435,1000
789,647,1000
789,1595,1000
789,1901,1000
790,322,1000
791,456,1000
796,110,1000
796,335,1000
796,758,1000
796,1477,1000
799,137,1
808,169,1000
809,713,1000
810,713,1000
811,180,1000
811,208,1000
811,435,1000
811,925,1000
813,180,1000
813,208,1000
813,435,1000
813,925,1000
814,435,1000
814,1494,1000
814,1523,1000
816,435,1000
816,1494,1000
816,1523,1000
817,435,1000
817,1358,1000
817,1494,1000
818,1523,1000
818,2235,1000
818,2310,1000
820,1523,1000
820,2235,1000
820,2310,1000
821,1523,1000
821,1653,1000
821,1772,1000
822,1772,1000
822,2312,1000
822,2313,1000
823,435,1000
823,1603,1000
823,2066,1000
825,435,1000
825,1603,1000
825,2066,1000
826,925,1000
826,1603,1000
826,2066,1000
827,1579,1000
827,1721,1000
829,1579,1000
829,1721,1000
832,1579,1000
832,1721,1000
833,2314,1000
839,148,1000
839,331,1000
839,357,1000
839,395,1000
839,558,1000
839,581,1000
839,643,1000
839,1140,1000
839,1149,1000
839,1251,1000
839,1306,1000
839,1415,1000
839,1508,1000
839,1587,1000
839,1902,1000
839,1907,1000
839,2249,1000
839,2253,1000
841,331,1000
841,558,1000
841,1149,1000
841,1225,1000
841,1306,1000
841,2253,1000
841,2680,1000
847,664,1000
847,756,1000
858,360,1000
858,478,1000
858,819,1000
859,360,1000
859,478,1000
859,783,1000
859,819,1000
861,316,1000
861,1383,1000
862,389,1000
862,2325,1000
862,2326,1000
865,1692,1000
866,206,1000
866,1549,1000
867,206,1000
867,1549,1000
874,534,1000
874,2376,1000
875,672,1000
875,2329,1000
876,112,1000
876,261,1000
876,672,1000
877,100,1000
881,106,1000
881,118,1000
881,335,1000
882,1376,1000
885,274,1000
885,639,1000
885,1265,1000
891,2176,1000
892,1306,1000
893,1454,1000
894,1250,1000
895,577,1000
896,335,1000
897,654,1000
902,241,1000
903,344,1000
905,1229,1000
905,1457,1000
906,449,1000
906,1150,1000
906,1229,1000
909,1250,1000
916,100,1000
916,109,1000
916,159,1000
916,257,1000
916,2564,1000
919,2371,1000
920,2315,1000
921,184,1000
921,629,1000
922,184,1000
922,629,1000
923,363,1000
924,363,1000
925,112,1000
925,117,1000
925,132,1000
925,245,1000
925,261,1000
925,473,1000
925,628,1000
925,656,1000
925,672,1000
925,1747,1000
925,2372,1000
935,117,1000
935,2375,1000
937,713,1000
938,713,1000
939,713,1000
944,89,1000
944,1167,1000
952,1252,1000
952,1684,1000
960,148,1000
960,331,1000
960,400,1000
960,643,1000
960,821,1000
960,826,1000
960,1710,1000
960,2249,1000
960,2253,1000
963,1423,1000
964,569,1000
968,1522,1000
969,1306,1000
970,1306,1000
971,100,1000
977,798,1000
977,819,1000
977,1192,1000
977,1223,1000
977,1274,1000
977,1531,1000
977,1865,1000
977,2024,1000
978,668,1000
979,1827,1000
979,1934,1000
981,1236,1000
981,1457,1000
984,1190,1000
985,168,1000
985,608,1000
985,1190,1000
986,1190,1000
987,1190,1000
1007,2558,1000
1013,257,1000
1013,467,1000
1013,2564,1000
1014,1147,1000
1014,1225,1000
1014,1306,1000
1014,1307,1000
1014,1380,1000
1014,1415,1000
1014,1533,1000
1014,1648,1000
1015,1990,1000
1015,2232,1000
1017,96,1000
1017,100,1000
1017,114,1000
1017,118,1000
1017,129,1000
1017,130,1000
1017,173,1000
1017,177,1000
1017,205,1000
1017,235,1000
1017,251,1000
1017,283,1000
1017,293,1000
1017,458,1000
1017,463,1000
1017,783,1000
1017,1046,1000
1017,1549,1000
1018,1669,1000
1019,323,1000
1019,552,1000
1022,441,1000
1027,1011,1000
1027,1276,1000
1027,1416,1000
1027,1522,1000
1028,842,1000
1029,1307,1000
1029,1483,1000
1033,446,1000
1033,472,1000
1033,679,1000
1033,929,1000
1033,952,1000
1037,113,1000
1037,241,1000
1037,1429,1000
1038,537,1000
1039,1767,1000
1043,392,1000
1045,293,1000
1045,961,1000
1046,584,1000
1050,114,1000
1051,1971,1000
1054,108,1000
1054,607,1000
1056,131,1000
1056,296,1000
1056,703,1000
1056,815,1000
1058,819,1
1059,686,1000
1060,389,1000
1072,126,1000
1072,168,1000
1072,169,1000
1072,492,1000
1072,608,1000
1072,1848,1000
1073,130,1000
1074,918,1000
1075,1050,1000
1075,2232,1000
1076,136,1000
1076,1334,1000
1077,136,1000
1077,1334,1000
1079,1290,1000
1080,1290,1000
1081,268,1000
1081,1911,1000
1082,268,1000
1083,268,1000
1084,268,1000
1084,1911,1000
1085,268,1000
1085,1911,1000
1086,268,1000
1086,1911,1000
1087,268,1000
1087,1911,1000
1088,268,1000
1088,1911,1000
1089,268,1000
1090,268,1000
1091,268,1000
1092,268,1000
1092,1911,1000
1093,268,1000
1093,1911,1000
1094,268,1000
1094,1911,1000
1095,268,1000
1095,1911,1000
1096,268,1000
1096,1911,1000
1099,268,1000
1099,1911,1000
1101,268,1000
1102,268,1000
1102,1911,1000
1103,268,1000
1104,268,1000
1104,1911,1000
1105,268,1000
1105,1911,1000
1106,268,1000
1107,268,1000
1108,268,1000
1109,268,1000
1110,268,1000
1110,1911,1000
1111,673,1000
1111,713,1000
1112,673,1000
1112,1865,1000
1114,1190,1000
1115,1190,1000
1116,89,1000
1116,137,1000
1116,328,1000
1116,364,1000
1116,780,1000
1116,935,1000
1116,970,1000
1116,971,1000
1116,972,1000
1116,1041,1000
1116,1615,1000
1116,1676,1000
1116,1709,1000
1117,99,1000
1117,264,1000
1117,322,1000
1117,337,1000
1117,378,1000
1117,982,1000
1117,1801,1000
1118,674,1000
1118,793,1000
1118,1116,1000
1118,1248,1000
1118,1503,1000
1118,1532,1000
1118,1686,1000
1118,1771,1000
1118,1845,1000
1118,2236,1000
1119,2411,1000
1120,148,1000
1120,149,1000
1120,227,1000
1120,331,1000
1120,569,1000
1120,581,1000
1120,680,1000
1120,741,1000
1120,982,1000
1120,1140,1000
1120,1306,1000
1120,1508,1000
1120,1902,1000
1120,2249,1000
1120,2253,1000
1121,177,1000
1121,934,1000
1121,1581,1000
1122,302,1000
1122,670,1000
1123,1229,1000
1123,2068,1000
1125,122,1000
1125,263,1000
1125,322,1000
1125,337,1000
1125,948,1000
1125,982,1000
1125,1022,1000
1125,1204,1000
1125,2294,1000
1125,2691,1000
